id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365
14678360,#+60th * Perfect location * FREE CARPARK *,72041390,Harriet,,Melbourne,-37.81787916,144.9563486,Entire home/apt,159,1,153,8.79,5,63
14918807,Quest Caroline Springs Studio Apartment,93746214,Quest,,Melton,-37.72971272,144.7414567,Entire home/apt,159,1,13,0.48,3,146
15116558,"Top level great water view with gym, pool & spa",74978259,Susan,,Melbourne,-37.81336828,144.9454687,Entire home/apt,159,1,10,0.4,3,0
16296765,2 Bedroom modern apartment in CBD,102579857,Nina,,Melbourne,-37.8085963,144.9593583,Entire home/apt,159,1,202,8.64,11,333
16381823,Modern Designer Apartment with Panoramic Harbour Views,78404693,Henfry,,Melbourne,-37.81536524,144.9404233,Entire home/apt,159,1,157,6.83,2,236
17160998,Sleepybear Apartment near train station and casino,110519275,Sleepybear,,Melbourne,-37.82368372,144.9626384,Entire home/apt,159,1,125,5.65,1,74
19353868,+40th *SKY HIGH VIEW *MELBOURNE CBD *FREE CARPARK*,72041390,Harriet,,Melbourne,-37.81763363,144.9559023,Entire home/apt,159,1,114,7.67,5,68
20923586,1BR Tiffany's Breakfast  * Close to Mel Central,50405671,Jill,,Melbourne,-37.80880741,144.9620907,Entire home/apt,159,1,25,1.67,8,54
21098890,Studio Apartment,151460885,Quest,,Melbourne,-37.78731228,144.9206169,Private room,159,1,6,0.5,4,349
21315722,Boho Style Melbourne CBD apartment,30900122,S&S,,Melbourne,-37.81498627,144.9522532,Entire home/apt,159,1,43,3.12,35,325
21451786,Beloved Melbourne CBD and FREE CARSPACE,147150990,Hieu,,Melbourne,-37.81066669,144.968874,Entire home/apt,159,1,27,2.09,1,67
21508451,+50th* Incredible view* superb* CBD* FREE CARPARK*,72041390,Harriet,,Melbourne,-37.80847112,144.9609082,Entire home/apt,159,1,103,7.71,5,78
23791351,2BR Empire Suites in Melbourne CBD (FREE Parking),8530753,Jared SSP,,Melbourne,-37.80806639,144.9621745,Entire home/apt,159,1,54,6.16,98,292
28228547,CBD Sky Range Fort- Super Comfort Morden Living,129229057,Lama Yoga Homes,,Melbourne,-37.80984184,144.9621174,Entire home/apt,159,1,9,3.91,12,141
29545306,One Bedroom apartment- Quest Moorabbin,222448922,Quest,,Kingston,-37.95142082,145.0805396,Entire home/apt,159,1,0,,10,189
157427,"Stone's Throw Studio, Belgrave",717024,Margaret,,Yarra Ranges,-37.90604688,145.3506869,Entire home/apt,161,1,27,0.31,2,340
2301999,Hush Cottage - Sassafras,11755700,Nickett,,Yarra Ranges,-37.86091697,145.3598869,Entire home/apt,161,1,81,1.59,13,346
2692331,The Garden Room- Restful and Serene,5681361,Jan,,Nillumbik,-37.62124199,145.2856565,Private room,161,1,36,0.64,2,90
3891485,Unbeatable Melbourne location,20137311,Amelia & Lloyd,,Melbourne,-37.81489105,144.9717447,Entire home/apt,161,1,341,6.74,7,345
4519268,Location Location Location!,23429005,Zoe And Ed,,Port Phillip,-37.85642752,144.9710434,Entire home/apt,161,1,92,1.92,4,0
4721171,Treetop Retreat,11165045,Ruth,,Nillumbik,-37.73072812,145.138943,Entire home/apt,161,1,38,0.79,1,115
4746848,Yarra Glen Apartments 1,24499864,Philip,,Yarra Ranges,-37.65882465,145.3744364,Entire home/apt,161,1,12,0.51,2,313
4747609,Yarra Glen Apartments 2,24499864,Philip,,Yarra Ranges,-37.65785406,145.3744695,Private room,161,1,5,0.11,2,313
5178012,"Monika, MAGNIFICENT warehouse aptmt",7509953,Linton,,Yarra,-37.80340375,144.9842572,Entire home/apt,161,1,50,1.1,90,289
5947239, StunningDesigner Town house Toorak,15581938,Marcia,,Stonnington,-37.83894957,145.006743,Private room,161,1,0,,1,365
6202696,Heart of the Yarra Valley,26975890,Bob,,Yarra Ranges,-37.77385378,145.4613846,Entire home/apt,161,1,131,3.01,1,345
9593781,Olive Cove BNB,49654751,Ingrid,,Kingston,-38.05879653,145.1420281,Private room,161,1,0,,1,365
10039270,Green Urban Living,51532930,Sofia,,Port Phillip,-37.85968003,144.9912786,Private room,161,1,0,,1,0
10041233,"Vance, eclectic Melb city APTMT",7509953,Linton,,Melbourne,-37.81090508,144.9586439,Entire home/apt,161,1,36,1.03,90,346
11192985,Sunny Docklands 1br Apartment,8040417,Sam,,Melbourne,-37.81911995,144.9459467,Entire home/apt,161,1,0,,1,0
12391829,Brentwood BandB Apartment - King 2,16985579,Christine,,Yarra Ranges,-37.60772174,145.5208729,Private room,161,1,5,0.19,4,336
12576779,Neat Bedroom in C.S.,38638229,Kellie,,Glen Eira,-37.89795225,145.024924,Private room,161,1,1,0.03,1,0
14154575,Peaceful house in leafy suburbs,71441572,Richie,,Boroondara,-37.82477171,145.0709184,Entire home/apt,161,1,3,0.37,1,324
14967632,"Modern house, close to CBD",5453265,Robyn,,Moreland,-37.77494743,144.9847956,Entire home/apt,161,1,64,2.44,1,327
15605353,**SkyHigh Tatami Style** 1 BR APT,98304307,Din Din Cha Cha,,Melbourne,-37.8193874,144.9545769,Entire home/apt,161,1,133,5.18,4,84
15919556,The Westside 2 bd 2 bath apt in Melb CBD GYM POOL,46780984,Peggy,,Melbourne,-37.81592736,144.9534987,Entire home/apt,161,1,127,5.06,18,142
16292923,"Kayla, a modern and stylish home away from home",7509953,Linton,,Melbourne,-37.82517119,144.9671244,Entire home/apt,161,1,35,1.47,90,293
16988349,Supreme Space Melbourne,92406630,Elisa,,Moreland,-37.74101956,144.9438166,Private room,161,1,0,,1,0
17285608,Modern and iconic Southbank apt,58416363,Luxeday,,Melbourne,-37.8228429,144.9623999,Entire home/apt,161,1,38,1.92,2,131
17527406,The Water edge 2 BD 2 BATH apt in CBD free tram,35789055,Eden+Cony,,Melbourne,-37.81608524,144.9536393,Entire home/apt,161,1,112,5.22,40,78
17593320,**A brand new house** in a park view location,119546632,Leon,,Wyndham,-37.90163879,144.6159825,Entire home/apt,161,1,58,2.88,1,48
17798991,Inner city warehouse conversion,4672773,Kathryn,,Moreland,-37.76970441,144.963454,Entire home/apt,161,1,6,0.29,1,46
17982077,Urban Modern Apartments @One Bedroom,105051992,James,,Melbourne,-37.81710299,144.9542249,Entire home/apt,161,1,4,0.28,4,353
18241466,Treetops Cottage- Self Contained Valley Escape,113166295,Sarah & Matt,,Nillumbik,-37.62142686,145.2519396,Entire home/apt,161,1,71,5.48,1,329
18570068,Apartment - All Inclusive,128932213,Paul,,Wyndham,-37.89984304,144.6495751,Entire home/apt,161,1,21,1.43,1,328
18657754,"Fantastic CBD location, 2 bedrooms apartment",128652087,Andy,,Melbourne,-37.80968374,144.9586817,Entire home/apt,161,1,43,2.28,5,70
19103787,"180 Degree River View, Sea View, City View",133472555,Weyou,,Melbourne,-37.81121884,144.9614375,Entire home/apt,161,1,92,5.14,11,90
19790660,"Yashita,super convenient city home with spa/sauna",7509953,Linton,,Melbourne,-37.81937748,144.956394,Entire home/apt,161,1,4,0.29,90,325
20225368,Luxury apartment across Southern Cross Station,144103922,Nathan,,Melbourne,-37.81593071,144.9525893,Entire home/apt,161,1,29,1.8,3,39
20787442,Brand new 2BDs 2BTs accomodation in CBD!,74039305,Felicia,,Melbourne,-37.81140266,144.9508357,Entire home/apt,161,1,8,0.79,4,0
20888882,Treehaven,56302820,Linda & Kev,,Yarra Ranges,-37.88279386,145.3822865,Private room,161,1,43,2.97,1,136
20889289,Water*CBD view*2BR Cosy Apt+free parking/tram,150047094,Catriona,,Melbourne,-37.8198904,144.942396,Entire home/apt,161,1,80,6.08,1,26
21122422,The Fifth 2 bd 2 bath - skybus free tram zone,46780984,Peggy,,Melbourne,-37.81519291,144.9553593,Entire home/apt,161,1,66,4.76,18,134
21130001,View Albert Park from a Chic Flat,51704371,James,,Port Phillip,-37.8516711,144.9789413,Entire home/apt,161,1,57,3.94,16,107
21458743,Bright modern groovy 2BR apartment in Richmond,155507693,Suzy,,Yarra,-37.82458056,145.0118059,Entire home/apt,161,1,5,0.37,1,0
21583393,CBD Cozy Spacious 2BR Aprt with free Wifi & Gym,31244340,Fiara,,Melbourne,-37.81617675,144.9592651,Entire home/apt,161,1,15,1.14,3,83
28989711,Two bedroom Apt in perfectly located*Near RMIT,204661584,Weyou Stay,,Melbourne,-37.80572803,144.9608297,Entire home/apt,161,1,3,1.84,27,83
29338624,Isle of Serenity - Charming House,47934920,Yiqian,,Greater Dandenong,-37.98835794,145.1845839,Entire home/apt,161,1,0,,4,317
29353123,The Art Deco 2bd Apt in CBD free Gym+Pool tram,35789055,Eden+Cony,,Melbourne,-37.81460213,144.9524186,Entire home/apt,161,1,5,3.06,40,75
12786464,Designer Selection-Penthouse in Mel CBD +Free Wifi,40455436,S&S,,Melbourne,-37.8145888,144.9520368,Entire home/apt,162,1,3,0.26,22,302
11560652,Light Filled Apartment with Sensational Rooftop Views Plus Hot Tub,5971889,June,,Port Phillip,-37.83446103,144.9723165,Entire home/apt,163,1,156,5,3,108
12181282,Brentwood B and B Apartment - King,16985579,Christine,,Yarra Ranges,-37.60118224,145.5177156,Private room,163,1,6,0.49,4,333
19348616,PLATINUM TOWER,135582260,Anthony,,Melbourne,-37.82575284,144.960373,Entire home/apt,163,1,0,,2,0
23811319,Southbank 2 Bed Apartment with View Next to Crown,159516681,Henry,,Melbourne,-37.82608275,144.9575328,Entire home/apt,163,1,40,4.53,36,132
29312885,"2BR MODERN CBD Apartment, CITY VIEWS, FREE PARKING",113949496,Jesse,,Melbourne,-37.81658249,144.9520729,Entire home/apt,163,1,0,,7,72
1747852,Heart of CBD Top Floor View-FREE Tram/POOL/SPA/GYM,9198367,Nest-Apartments,,Melbourne,-37.8082064,144.9662286,Entire home/apt,165,1,109,1.77,29,289
6982278,Vintage Heaven,36610747,Jenny,,Yarra Ranges,-37.64747292,145.4957702,Entire home/apt,165,1,119,2.85,1,323
7309897,Graceburn Gardens: Riddell Room,38296460,Christine,,Yarra Ranges,-37.64683829,145.5412526,Private room,165,1,10,0.25,4,309
7484062,Yarra Gables Motel,39197025,Ralph,,Yarra Ranges,-37.6635294,145.5129716,Private room,165,1,0,,2,363
7622573,Graceburn Gardens: Juliet Room,38296460,Christine,,Yarra Ranges,-37.64775338,145.5417756,Private room,165,1,4,0.1,4,308
7624212,Graceburn Gardens: St Leonard Room,38296460,Christine,,Yarra Ranges,-37.64821518,145.5416674,Private room,165,1,20,0.52,4,306
10576882,"Santeri, lofty 2BD Melb APTMT",7509953,Linton,,Melbourne,-37.8080871,144.9615936,Entire home/apt,165,1,42,1.2,90,346
11656757,CBD SEAview 2Mins-Station -FREE TRAM/Pool/GYM,9198367,Nest-Apartments,,Melbourne,-37.81492249,144.9526562,Entire home/apt,165,1,47,1.54,29,305
11833716,Modern Middle Park Studio Apartment,32931547,Jane,,Port Phillip,-37.85356793,144.9661915,Entire home/apt,165,1,17,0.51,1,0
12257811,Executive 1BR Southbank Apartment,66007736,Peter,,Melbourne,-37.82142208,144.9682792,Entire home/apt,165,1,27,0.92,1,357
12681350,Beautiful St Kilda Penthouse #Views,66523397,Melina,,Port Phillip,-37.86063651,144.97568,Entire home/apt,165,1,0,,1,0
13059794,The Harbour view 2bd 2bath apt in CBD,35789055,Eden+Cony,,Melbourne,-37.81527551,144.952584,Entire home/apt,165,1,160,5.2,40,153
13220503,The Deck 2 BD 2 BATH APT + FIREWORKS in MELB CBD,35789055,Eden+Cony,,Melbourne,-37.81523279,144.954176,Entire home/apt,165,1,146,4.77,40,158
13412316,The Mirage 2 bed 2 bath Melbourne CBD + FIREWORKS,35789055,Eden+Cony,,Melbourne,-37.81512091,144.9526099,Entire home/apt,165,1,156,5.2,40,158
13591436,The Cabin,17656554,Kerry,,Yarra Ranges,-37.64732724,145.5348288,Entire home/apt,165,1,78,2.81,1,338
14430111,Great View at Melbourne Convention Center + Foxtel,22860147,Adji,,Melbourne,-37.82675496,144.9601755,Entire home/apt,165,1,50,1.81,87,21
14526853,The Palazzo 2 bd 2 bath apt in Melb CBD gym pool,35789055,Eden+Cony,,Melbourne,-37.81517183,144.9550955,Entire home/apt,165,1,158,5.65,40,151
14825680,"Luxury of beach stay - quiet, bright and stylish",89246500,Michelle,,Port Phillip,-37.86017411,144.9707704,Entire home/apt,165,1,102,3.74,1,293
15413280,Sassafras Luxury Village Home for 2 or 4 guests,98738066,Sassafras Village Guesthouse,,Yarra Ranges,-37.86460206,145.3511775,Entire home/apt,165,1,76,5.73,3,319
16192802,B&B - Garden Cottage,38337160,Annie Roe'S,,Yarra Ranges,-37.85186829,145.3632336,Private room,165,1,13,0.55,3,78
16278251,Entire apt Collingwood//Fitzroy 2 storey townhouse,39479748,Julie,,Yarra,-37.80268994,144.985168,Entire home/apt,165,1,120,4.95,2,334
17268594,NEW! 2 Bedroom Apt - Central Melbourne & Southbank,109102942,Hugh,,Melbourne,-37.82758865,144.9585762,Entire home/apt,165,1,3,0.14,1,180
19256711,Stylish Apartment @Collins St With Great City View,134844697,Bryan,,Melbourne,-37.81720761,144.9559843,Entire home/apt,165,1,96,5.54,3,101
20774064,Wombat Cottage,148848939,Yvonne,,Cardinia,-37.95059924,145.5521548,Entire home/apt,165,1,59,4.02,1,168
23175805,The Bedford & Breakfast tiny house experience,9523774,Christine & Barry,,Yarra Ranges,-37.76768648,145.6738533,Entire home/apt,165,1,15,1.52,2,126
28228724,Brand new Apt at the heart of South Melbourne,213225288,Ming,,Port Phillip,-37.83083273,144.949231,Entire home/apt,165,1,19,6.79,8,84
29027893,MYROOM @ ShadowPlay - 1 Bed Apt,46879601,Brian,,Melbourne,-37.8280728,144.9587056,Entire home/apt,165,1,0,,2,101
14343040,Poplar Sanctuary 101 (2B),48988833,Jason,,Whitehorse,-37.81578828,145.117095,Entire home/apt,166,1,15,0.56,38,97
14343064,Poplar Sanctuary 102 (2B),48988833,Jason,,Whitehorse,-37.81516232,145.1151207,Entire home/apt,166,1,14,0.52,38,142
14343114,Poplar Sanctuary 105 (2B),48988833,Jason,,Whitehorse,-37.81386259,145.1175056,Entire home/apt,166,1,23,0.89,38,126
14343155,Poplar Sanctuary 202 (2B),48988833,Jason,,Whitehorse,-37.81390318,145.1171886,Entire home/apt,166,1,8,0.32,38,149
14343178,Poplar Sanctuary 203 (2B),48988833,Jason,,Whitehorse,-37.81548415,145.1172578,Entire home/apt,166,1,18,0.67,38,120
14346047,Poplar Sanctuary 208 (2B),48988833,Jason,,Whitehorse,-37.81456685,145.1171548,Entire home/apt,166,1,16,0.58,38,176
14346186,Poplar Sanctuary 302 (2B),48988833,Jason,,Whitehorse,-37.81519247,145.1173922,Entire home/apt,166,1,16,0.61,38,158
14346804,Poplar Sanctuary 303 (2B),48988833,Jason,,Whitehorse,-37.81544963,145.1167843,Entire home/apt,166,1,19,0.7,38,145
14346847,Poplar Sanctuary 306 (2B),48988833,Jason,,Whitehorse,-37.81432139,145.1172948,Entire home/apt,166,1,17,0.62,38,161
14346888,Poplar Sanctuary 502 (2B),48988833,Jason,,Whitehorse,-37.81577224,145.1174913,Entire home/apt,166,1,19,0.72,38,159
14876025,CBD 2BR| Southern Cross| Crown Casino| DFO|Netflix,32316995,Yong,,Melbourne,-37.81938073,144.9551298,Entire home/apt,166,1,139,5.33,10,149
17015015,Poplar Sanctuary 501,48988833,Jason,,Whitehorse,-37.81548627,145.1156212,Entire home/apt,166,1,15,0.68,38,90
17015238,Poplar Sanctuary 309,48988833,Jason,,Whitehorse,-37.81554934,145.1169663,Entire home/apt,166,1,6,0.28,38,167
17015827,Poplar Sanctuary 301,48988833,Jason,,Whitehorse,-37.8137076,145.1151598,Entire home/apt,166,1,4,0.18,38,116
3660286,CBD New Apt/High Level Water View/Pool Gym,7190278,Kevin & Ashley,,Melbourne,-37.81466042,144.9534026,Entire home/apt,168,1,61,2.32,5,359
13789385,Mel-Uni Village 3,65149000,Meng,,Melbourne,-37.80220983,144.9546972,Entire home/apt,168,1,18,0.61,11,53
14704457,Boutique city living 2 bedroom & 2 bathroom!,13545669,Mandy,,Melbourne,-37.81645695,144.9454039,Entire home/apt,168,1,96,3.65,6,334
15536369,CBD Skyhigh 2BR Apt with Superb view&Free Carpark,99945181,Tony,,Melbourne,-37.81692635,144.9548505,Entire home/apt,168,1,215,8.53,5,240
19374954,Unwind in the Courtyard Garden of a Sunny Retreat,606042,Hannah,,Glen Eira,-37.8746237,145.0063765,Entire home/apt,168,1,32,1.98,1,298
20856166,Luxury apartment with Amazing view of racecourse,129229057,Lama Yoga Homes,,Moonee Valley,-37.78635799,144.9220627,Entire home/apt,168,1,35,2.42,12,24
20950312,Free Parking!Free Tram Zone! 2BD/2BA APT in CBD,26605877,Karen,,Melbourne,-37.8112498,144.951494,Entire home/apt,168,1,42,2.9,5,43
20951209,2 Bedrooms 2 Bathrooms Opposite Melbourne Central,120499064,ICare Property,,Melbourne,-37.81077468,144.9616855,Entire home/apt,168,1,28,1.9,6,8
30507783,Walk in and enjoy!,228948906,Jiyoung,,Port Phillip,-37.84232442,144.9387466,Entire home/apt,168,1,0,,1,175
2142619,perfect location 3 Bedr'm townhouse,10935619,Tony,,Moonee Valley,-37.76442552,144.9309736,Entire home/apt,169,1,32,0.71,4,359
4388799,Melbourne CBD 2Br 2Bth Apt Indoor Pool & balcony,13971190,Andy,,Melbourne,-37.81523183,144.9536414,Entire home/apt,169,1,107,2.17,3,123
5194994,"Sunny & spacious, Swedish Inspired & close to city",3585008,Andrea,,Yarra,-37.81768564,144.9918577,Entire home/apt,169,1,40,0.87,2,28
6817031,Charming 2 BR Cottage,33542337,Megan,,Moonee Valley,-37.78242711,144.9194127,Entire home/apt,169,1,226,5.39,1,1
7490588,central&quiet CBD 2 bed apt free carpark/pool/gym,27519695,Rachel,,Melbourne,-37.8147788,144.9515548,Entire home/apt,169,1,320,7.77,4,324
9701977,Melbourne CBD 2Br 2Bth Apt with Great View & Pool,13971190,Andy,,Melbourne,-37.81602968,144.9531414,Entire home/apt,169,1,89,2.43,3,135
13741449,The Secret Garden 2 bedroom 2 bath in CBD gym pool,35789055,Eden+Cony,,Melbourne,-37.81537177,144.9525017,Entire home/apt,169,1,203,6.87,40,132
14128541,Cosy 1BD Apt with Dedicated Car Park & Int/Netflix,54898509,Ajmal,,Melbourne,-37.82919868,144.9688763,Entire home/apt,169,1,56,2.04,2,306
14340417,Amazing view! City 2 bed apt + free carpark & pool,27519695,Rachel,,Melbourne,-37.81611358,144.9550445,Entire home/apt,169,1,186,6.65,4,142
14634057,"4 BR & 2 Bath house in Williams Landing, Melbourne",8668696,Qiaoling,,Wyndham,-37.86063725,144.751826,Entire home/apt,169,1,105,3.82,2,315
14834055,Luxury Top Floor #2 ~ 2bdm CBD ((Wifi & Car Park)),23146639,Lance,,Melbourne,-37.81449046,144.9531396,Entire home/apt,169,1,134,4.87,4,60
15151844,"50+Level,180°Melb CBD View, 2BD2Bath Topfloor Apt",95531283,Demetry,,Melbourne,-37.81473159,144.9538292,Entire home/apt,169,1,180,7.08,1,197
15876928,2B2B*Deluxe Entire Apartment CBD*Sleeps8*HighFloor,34186903,Lady Kitty,,Melbourne,-37.81466754,144.9544554,Entire home/apt,169,1,65,2.67,3,153
16042031,Lovely Georgian Cottage in central location,90709750,Jenny,,Moreland,-37.77440054,144.9755561,Entire home/apt,169,1,142,6.03,1,164
16400728,CBD 2BR MelbCentral QV*Chinatown * WIFI *Free Tram,107243011,M L,,Melbourne,-37.80947833,144.9613923,Entire home/apt,169,1,84,3.54,7,37
16480278,2 Bedroom Best Location In CBD,102579857,Nina,,Melbourne,-37.80826634,144.9618859,Entire home/apt,169,1,205,8.93,11,186
16527578,The Atrium 2bd 2bath in CBD Melbourne,46780984,Peggy,,Melbourne,-37.81649261,144.9522302,Entire home/apt,169,1,99,4.2,18,161
18311714,La Trobe Tower,126663094,Phoenix,,Melbourne,-37.81179643,144.9593563,Private room,169,1,0,,1,0
18711861,FREE PARKING/ NEAR CROWN CASION/ VIEWS/ 2BR&2BA,102579857,Nina,,Melbourne,-37.82479307,144.9620034,Entire home/apt,169,1,195,10.34,11,46
19753290,CBD 2 bedroom apt with 5 beds fits 8 free carpark,27519695,Rachel,,Melbourne,-37.8157925,144.9526341,Entire home/apt,169,1,105,6.4,4,326
20485732,Melbourne Marvellous Sky High Apartment@Lighthouse,122587838,Ranna,,Melbourne,-37.80804962,144.9618757,Entire home/apt,169,1,72,4.63,31,135
20503842,Cozy 2 Bedroom CentraI Apartment@Lighthouse,122587838,Ranna,,Melbourne,-37.80879205,144.961319,Entire home/apt,169,1,14,0.95,31,145
20507240,Amazing views/ 2 bedroom/ Free parking,102579857,Nina,,Melbourne,-37.81367832,144.9464828,Entire home/apt,169,1,177,11.27,11,52
20614477,2BR Apt Best Location CBD*FREE ZONE HighFloor,75502435,Tom,,Melbourne,-37.81009373,144.9604737,Entire home/apt,169,1,47,3.24,3,14
20669978,2 Bed 2 Bathroom Brand New Unit with Gym and Pool,246661,Franca & Alessio,,Melbourne,-37.81976217,144.9430549,Entire home/apt,169,1,44,2.93,4,182
20752186,CBD2BR|MelCentral|State Library|China town|Netflix,32316995,Yong,,Melbourne,-37.81086449,144.9658248,Entire home/apt,169,1,56,3.93,10,120
21098953,One Bedroom Apartment,151460885,Quest,,Melbourne,-37.78779357,144.9216169,Private room,169,1,5,0.43,4,352
21104826,LUX 2BD2BTH CBD SUITE *Rooftop Pool/Gym/Wifi*,36605625,Shy & Chris,,Melbourne,-37.81420755,144.9580727,Entire home/apt,169,1,4,0.34,18,0
21289214,2B2B Comfy Modern CBD Apartment Sleep8*,34186903,Lady Kitty,,Melbourne,-37.81609686,144.953706,Entire home/apt,169,1,31,2.21,3,151
21331633,Miri Miri cottage - a cosy forest getaway,154433857,Kate,,Yarra Ranges,-37.85641355,145.3601476,Entire home/apt,169,1,10,3.95,1,58
21372053,CBD Brand new 2br apt 3 large bed sleep 6 +parking,27519695,Rachel,,Melbourne,-37.81539001,144.9548485,Entire home/apt,169,1,70,5.17,4,244
26338698,2 Bedrooms | Twin Beds | Pool | Gym | Wifi,188941555,Melbourne Short Stay,,Melbourne,-37.82354592,144.9609579,Entire home/apt,169,1,0,,3,353
26338747,2 Bedroom Apartment | Balcony | Pool | Gym | Wifi,188941555,Melbourne Short Stay,,Melbourne,-37.82544796,144.9619046,Entire home/apt,169,1,0,,3,356
1579215,Stunning home in stunning location,8401327,Ellie,,Yarra,-37.79026887,144.9831665,Entire home/apt,170,1,13,0.35,2,70
1833332,Royal Stays 2Bdr with Views in CBD (RS1010),4170460,Royal Stays,,Melbourne,-37.80789857,144.9675589,Entire home/apt,170,1,14,0.23,36,155
3842585,Rivendell on Cornelius,5124911,Merran,,Yarra Ranges,-37.63639883,145.5058152,Private room,170,1,14,0.28,1,236
6137886,Melbourne City Short Term Stay,12846325,Moses,,Melbourne,-37.81558221,144.9777518,Private room,170,1,5,0.14,3,365
6240973,Emerald Carriages,32396585,Rob And Kim,,Cardinia,-37.92400954,145.443813,Private room,170,1,0,,1,0
6369380,Evora Cottage,11755700,Nickett,,Yarra Ranges,-37.83573647,145.357855,Entire home/apt,170,1,35,1.12,13,357
6369654,Etna Cottage - Mt Dandenong,11755700,Nickett,,Yarra Ranges,-37.83589808,145.3563169,Entire home/apt,170,1,31,0.84,13,352
6369910,The Elan Cottage,11755700,Nickett,,Yarra Ranges,-37.83456239,145.3559727,Entire home/apt,170,1,15,0.72,13,361
6508190,Healesville Apartments,34024509,Gaylene,,Yarra Ranges,-37.65507893,145.5150949,Entire home/apt,170,1,0,,1,0
7133506,3 Bedroom Brighton townhouse,37363602,Kerry,,Bayside,-37.90668224,144.9958807,Entire home/apt,170,1,0,,1,0
7519339,Yarra Valley - Acorn Cottage,32389049,William,,Yarra Ranges,-37.80660523,145.4695012,Entire home/apt,170,1,83,2.08,1,109
7655167,Secluded private cottage,40177435,Diana,,Manningham,-37.73587685,145.2308566,Entire home/apt,170,1,57,1.42,1,295
9841897,Eclectic Design Apartment with Downtown City Views,38907146,Mega,,Melbourne,-37.8141593,144.9742235,Entire home/apt,170,1,153,4.64,1,171
11048985,Limited time discount! Best CBD location 2 bedroom,25443993,Xavi,,Melbourne,-37.81268401,144.9680832,Entire home/apt,170,1,39,1.15,1,0
12786423,Eagles on the Tenth-Play & Stay,39577532,Maria,,Melton,-37.79032341,144.5608911,Entire home/apt,170,1,32,1.04,1,347
13047599,Attic sous les étoiles de Melbourne CBD,30900122,S&S,,Melbourne,-37.81479485,144.9522891,Entire home/apt,170,1,178,5.75,35,302
13193838,Eltham South Lodge,73872676,Liz,,Nillumbik,-37.72780343,145.1577964,Entire home/apt,170,1,0,,1,358
13831644,Mandall Avenue - peaceful creek frontage,81572188,Ian,,Banyule,-37.76980824,145.0331275,Entire home/apt,170,1,14,0.48,1,89
14613982,Bingarra Retreat,88051903,Yarra Valley Rentals,,Yarra Ranges,-37.7497239,145.6875517,Entire home/apt,170,1,13,0.49,12,357
15522821,Next to Chinatown - 1 Bedroom Cosy Apt,98304307,Din Din Cha Cha,,Melbourne,-37.8122165,144.9686631,Entire home/apt,170,1,14,0.54,4,84
17440104,Stylish & Spacious 2 Bd apt + City view in Mel CBD,96516540,Lan,,Melbourne,-37.81358985,144.9547552,Entire home/apt,170,1,46,2.14,1,0
17703238,Sissinghurst Garden in Olinda,120641034,Vita,,Yarra Ranges,-37.87597312,145.3915267,Entire home/apt,170,1,0,,1,124
18589100,"Stylish 2bedroom, 2bath, free parking, pool & gym",118306280,My Linh,,Melbourne,-37.82643904,144.9649396,Entire home/apt,170,1,101,5.34,2,302
18712276,"Lovely 2bedroom, 2bath, free parking, pool & gym",118306280,My Linh,,Melbourne,-37.82458664,144.9667783,Entire home/apt,170,1,122,6.46,2,249
19895975,High-rise Apt* Local Artist Studio*Stunning view,133472555,Weyou,,Melbourne,-37.81471661,144.9540337,Entire home/apt,170,1,45,2.81,11,95
20850405,2BDR 2Bath Southbank Platinum Tower city view Apt,30309380,Ricky,,Melbourne,-37.82751347,144.9591459,Entire home/apt,170,1,39,2.66,11,286
20988894,Pride Fawkner Apt Bay-view 5 WIFI+PARKING+POOL+GYM,151073807,Susan,,Melbourne,-37.84225499,144.9797574,Entire home/apt,170,1,8,0.59,1,305
21050641,CBD Melbourne Empire Apartments GYM&SUNA,151639107,Lisa,,Melbourne,-37.80818382,144.9619719,Entire home/apt,170,1,0,,3,77
21398113,"Dreamhome-2 BEDROOM CBD Pad with pool, gym",153354101,Sophia,,Melbourne,-37.81598368,144.953325,Entire home/apt,170,1,31,2.3,7,0
21506145,St Kilda Living at its best,156265345,Laura,,Port Phillip,-37.86637589,144.9789494,Entire home/apt,170,1,57,4.21,2,143
10677458,Bella Blue Gardens Retreat,55153740,Karin,,Yarra Ranges,-37.8931367,145.3960699,Entire home/apt,173,1,96,4.61,2,326
376421,A fantastic B&B in Heidelberg Melbourne,1892688,Brett,,Banyule,-37.75303675,145.0701391,Private room,174,1,3,0.05,1,365
1822180,Japanese Slipper B&B Aka suite,7383811,Susie,,Yarra Ranges,-37.91903562,145.332416,Entire home/apt,174,1,83,2.36,2,342
3458216,Spacious & central to St Kilda life,11674305,Julia,,Port Phillip,-37.85848726,144.9787151,Entire home/apt,174,1,15,0.28,1,0
3458682,Spacious. Bright. Beach-side. Chic!,17431848,Niki,,Port Phillip,-37.88828581,144.9899078,Entire home/apt,174,1,0,,1,0
3537554,Home from home ,17439237,Bethany,,Maribyrnong,-37.79568676,144.8895984,Private room,174,1,0,,1,0
4869900,BEACH APARTMENT STUDIO,25051075,Therese,,Port Phillip,-37.88440313,144.9811149,Entire home/apt,174,1,5,0.11,1,309
6749869,The heart of Fitzroy!,35341528,Tom,,Yarra,-37.79917096,144.9764032,Private room,174,1,0,,1,0
